VTD,PrecinctName,HD,tot14,stw14,sth14,votes_area
270150090,New Ulm W-2 P-1,16B,598,0.517604,0.412564,0.155314
270150095,New Ulm W-2 P-2,16B,452,0.531815,0.400447,0.016395
270150100,New Ulm W-3 P-1,16B,855,0.460248,0.336114,0.037296
270150105,New Ulm W-3 P-2,16B,581,0.549950,0.396127,0.181827
270150110,New Ulm W-4 P-1,16B,767,0.467666,0.358566,0.147109
270150115,New Ulm W-4 P-2,16B,652,0.442418,0.336991,0.028144
270150120,North Star Twp,16B,97,0.305965,0.197917,0.000266
270150125,Prairieville Twp,16B,125,0.202429,0.176000,0.000354
270150130,Sigel Twp,16B,168,0.441832,0.313253,0.000411
270150135,Sleepy Eye W-1,16B,434,0.414623,0.320665,0.039413
270150140,Sleepy Eye W-2,16B,618,0.358563,0.261011,0.058518
270150145,Springfield W-1,16B,330,0.438810,0.297214,0.037502
270150150,Springfield W-2,16B,350,0.429538,0.323699,0.033588
270150155,Stark Twp,16B,115,0.218376,0.147826,0.000309
270150160,Stately Twp,16B,56,0.324883,0.250000,0.000150
270170005,Atkinson Twp,11A,186,0.541443,0.511364,0.000992
270170010,Automba Twp,11A,65,0.640215,0.629032,0.000174
270170015,Barnum,11A,188,0.691195,0.673913,0.018105
270170020,Barnum Twp,11A,508,0.625873,0.621242,0.001066
270170025,Beseman Twp,11A,57,0.538938,0.509091,0.000154
270170030,Blackhoof Twp,11A,416,0.615944,0.577017,0.001108
270170035,Carlton,11A,280,0.680115,0.647059,0.012535
270170040,Cloquet W-1,11A,1104,0.624791,0.617159,0.024323
270170045,Cloquet W-2,11A,701,0.700541,0.672884,0.048708
270170050,Cloquet W-3,11A,783,0.714771,0.695201,0.165576
270170055,Cloquet W-4,11A,811,0.649345,0.633962,0.009816
270170060,Cloquet W-5 P-1,11A,832,0.596134,0.580764,0.011085
270170065,Cloquet W-5 P-2,11A,177,0.863869,0.840000,0.001185
270170068,Clear Creek Unorg,11A,58,0.527022,0.526316,0.000154
270170070,Corona Unorg,11A,61,0.684193,0.683333,0.000162
270170075,Cromwell,11A,84,0.717566,0.682927,0.004030
270170080,Eagle Twp,11A,235,0.548496,0.531250,0.000640
270170085,Holyoke Twp,11A,101,0.561227,0.555556,0.000258
270170090,Kalevala Twp,11A,146,0.518630,0.489655,0.000396
270170095,Kettle River,11A,77,0.690578,0.666667,0.019355
270170100,Lakeview Twp,11A,84,0.617021,0.634146,0.000237
270170105,Mahtowa Twp,11A,278,0.631226,0.614545,0.001134
270170110,Moose Lake,11A,739,0.719464,0.714083,0.019905
270170115,Moose Lake Twp,11A,514,0.612460,0.601626,0.001503
270170118,Progress Unorg,11A,7,0.960000,0.714286,0.000018
270170120,Perch Lake Twp,11A,386,0.712763,0.696809,0.001024
270170125,Red Clover Unorg,11A,97,0.541552,0.510417,0.000266
270170130,Sawyer Unorg,11A,121,0.693258,0.691667,0.000647
270170135,Scanlon,11A,392,0.687688,0.677083,0.045820
270170140,Silver Brook Twp,11A,283,0.534676,0.501818,0.001416
270170145,Silver Twp,11A,241,0.608843,0.597458,0.000668
270170150,Skelton Twp,11A,188,0.653573,0.632432,0.000518
270170155,Split Rock Twp,11A,80,0.645253,0.602564,0.000212
270170160,Thomson,11A,83,0.753258,0.750000,0.003974
270170165,Thomson Twp,11A,2231,0.583562,0.572344,0.005405
270170170,Twin Lakes Twp,11A,939,0.610975,0.587527,0.002007
270170175,Wrenshall,11A,188,0.763048,0.743169,0.012278
270170180,Wrenshall Twp,11A,207,0.582309,0.570048,0.000531
270170185,Wright,11A,42,0.827825,0.804878,0.002792
270190005,Benton Twp,47A,365,0.343951,0.282486,0.001045
270190010,Camden Twp,47A,397,0.281116,0.240838,0.001120
270190015,Carver,47A,1496,0.417800,0.365303,0.033591
270190020,Chanhassen P-1A,33B,1382,0.434737,0.407767,0.087472
270190025,Chanhassen P-1B,33B,1461,0.482979,0.419378,0.115524
270190030,Chanhassen P-2A,33B,1051,0.396843,0.356031,0.073922
270190035,Chanhassen P-2B,33B,1495,0.415397,0.364649,0.055987
270190036,Chanhassen P-3,47B,1742,0.367720,0.000000,0.026619
270190037,Chanhassen P-4,47B,1715,0.412111,0.000000,0.074947
270190038,Chanhassen P-5,47B,1550,0.353079,0.000000,0.020322
270190040,Chaska W-1,47B,1928,0.462608,0.000000,0.035647
270190045,Chaska W-2,47B,2332,0.394284,0.000000,0.048504
270190050,Chaska W-3,47B,1835,0.446286,0.000000,0.063998
270190055,Chaska W-4,47B,1901,0.484235,0.000000,0.036122
270190065,Cologne,47A,580,0.453423,0.366248,0.030082
270190070,Dahlgren Twp P-1,47A,554,0.401162,0.355263,0.001590
270190072,Dahlgren Twp P-2,47A,16,0.373260,0.312500,0.000860
270190075,Hamburg,47A,192,0.343702,0.245902,0.094035
270190080,Hancock Twp,47A,154,0.373742,0.306667,0.000837
270190085,Hollywood Twp,47A,462,0.330291,0.245575,0.001253
270190090,Laketown Twp,47A,843,0.358505,0.326877,0.002967
270190095,Mayer,47A,671,0.321291,0.271875,0.045229
270190100,New Germany,47A,132,0.373501,0.286822,0.012660
270190105,Norwood Young America,47A,1190,0.379334,0.320312,0.049518
270190110,San Francisco Twp,47A,409,0.431355,0.377215,0.001646
270190115,Victoria P-1,47B,719,0.307434,0.000000,0.012995
270190117,Victoria P-2,47B,1293,0.389230,0.000000,0.067228
270190119,Victoria P-3,47A,1385,0.311898,0.254111,0.038757
270190120,Waconia W-1,47A,2297,0.415290,0.362273,0.118984
270190125,Waconia W-2,47A,2517,0.424748,0.346989,0.098115
270190130,Waconia Twp,47A,610,0.359857,0.329932,0.001909
270190135,Watertown,47A,1534,0.375528,0.307951,0.057172
270190140,Watertown Twp,47A,596,0.348112,0.276451,0.001751
270190150,Young America Twp,47A,320,0.292352,0.269360,0.000931
270210005,Ansel Twp,9A,36,0.311605,0.272727,0.000097
270210010,Backus,5B,77,0.539237,0.478873,0.012545
270210015,Barclay Twp,5B,201,0.387970,0.373684,0.001305
270210020,Becker Twp,9A,158,0.403354,0.373333,0.000413
270210025,Bena,5A,26,0.838854,0.800000,0.004971
270210030,Beulah Twp,5B,45,0.516807,0.390244,0.000121
270210035,Birch Lake Twp,5A,328,0.425460,0.413249,0.000910
270210040,Blind Lake Twp,5B,28,0.481558,0.535714,0.000077
270210045,Boy Lake Twp,5A,77,0.519230,0.532468,0.000205
270210050,Boy River,5A,6,0.783333,1.000000,0.001365
270210055,Boy River Twp,5A,31,0.521978,0.483871,0.000084
270210060,Bull Moose Twp,5B,49,0.338408,0.319149,0.000133
270210065,Bungo Twp,9A,70,0.277544,0.229508,0.000190
270210070,Byron Twp,9A,58,0.470735,0.381818,0.000157
270210075,Cass Lake,5A,159,0.751705,0.826923,0.014295
270210080,Chickamaw Beach,5B,61,0.556396,0.490909,0.002296
270210085,Crooked Lake Twp,5B,290,0.551915,0.534296,0.000778
270210090,Deerfield Twp,5B,62,0.462117,0.400000,0.000167
270210095,East Gull Lake,9A,574,0.334805,0.294849,0.004008
270210100,Fairview Twp,9A,421,0.329784,0.290865,0.000999
270210105,Federal Dam,5A,38,0.569327,0.605263,0.001927
270210110,Gould Twp,5A,87,0.564664,0.559524,0.000209
270210115,Hackensack,5A,134,0.571881,0.530303,0.012751
270210118,Hardwood South,5A,22,0.222899,0.333333,0.000036
270210120,Hiram Twp,5B,196,0.499864,0.502674,0.000534
270210125,Homebrook Twp,9A,102,0.352379,0.376238,0.000272
270210130,Inguadona Twp,5A,90,0.588838,0.546512,0.000228
270210135,Kego Twp,5A,273,0.475476,0.439850,0.000738
270210140,Lake Shore,9A,621,0.349081,0.290640,0.003319
270210145,Leech Lake Twp,5A,215,0.365504,0.408451,0.000593
270210150,Lima Twp,5B,34,0.565762,0.558824,0.000092
270210155,Longville,5A,75,0.363639,0.361111,0.008266
270210160,Loon Lake Twp,9A,235,0.412154,0.454545,0.001266
270210165,McKinley Twp,5B,47,0.329619,0.395349,0.000125
270210170,Maple Twp,9A,140,0.374239,0.359712,0.000372
270210175,May Twp,9A,376,0.315030,0.261456,0.000606
270210180,Meadow Brook Twp,9A,63,0.363568,0.333333,0.000157
270210185,Moose Lake Twp,9A,59,0.339771,0.350877,0.000147
270210187,Motley,9A,3,0.066667,0.000000,0.001539
270210188,Ottertail Peninsula Twp,5A,41,0.453254,0.432432,0.000053
270210190,Pike Bay Twp,5A,389,0.735047,0.762402,0.001085
270210195,Pillager,9A,161,0.407717,0.350318,0.017908
270210200,Pine Lake Twp,5A,128,0.545310,0.503937,0.000362
270210205,Pine River,5B,277,0.461774,0.438202,0.022016
270210210,Pine River Twp,5B,405,0.384294,0.381910,0.001092
270210215,Ponto Lake Twp,5B,313,0.463763,0.458472,0.000836
270210220,Poplar Twp,9A,35,0.337648,0.400000,0.000095
270210225,Powers Twp,5B,371,0.532529,0.533149,0.001019
270210230,Remer,5B,126,0.524872,0.483607,0.009215
270210235,Remer Twp,5B,78,0.509193,0.500000,0.000216
270210237,Rogers Point,5A,0,0.000000,0.000000,0.000000
270210240,Rogers Twp,5A,59,0.426605,0.471698,0.000158
270210245,Salem Twp P-1,5B,45,0.198525,0.232558,0.000121
270210247,Salem Twp P-2,5A,0,0.000000,0.000000,0.000000
270210250,Shingobee Twp P-1,5A,781,0.461686,0.447507,0.001169
270210252,Shingobee Twp P-2,5A,36,0.751172,0.735294,0.000614
270210255,Slater Twp,5B,92,0.459956,0.488636,0.000245
270210260,Smoky Hollow Twp,5B,37,0.410420,0.388889,0.000100
270210262,Sucker Lakes,5A,5,0.600000,0.800000,0.000012
270210265,Sylvan Twp,9A,1021,0.469520,0.401804,0.002880
270210270,Thunder Lake Twp,5B,151,0.395725,0.395973,0.000405
270210275,Torrey Twp,5B,73,0.461784,0.463768,0.000208
270210280,Trelipe Twp,5B,91,0.402861,0.402299,0.000125
270210285,Turtle Lake Twp,5A,307,0.464139,0.462046,0.000412
270210290,Wabedo Twp,5B,278,0.470575,0.436567,0.000764
270210295,Wahnena,5A,70,0.324373,0.357143,0.000198
270210300,Walden Twp,9A,139,0.419164,0.438462,0.000373
270210305,Walker,5A,430,0.553525,0.538084,0.016262
270210310,Wilkinson Twp,5A,136,0.644653,0.634328,0.000366
270210312,Willow River,5B,21,0.635090,0.666667,0.000056
270210315,Wilson Twp,9A,194,0.347536,0.342105,0.001055
270210317,Winnie Portage Lakes,5A,77,0.502753,0.519481,0.000031
270210320,Woodrow Twp,5B,430,0.531493,0.535545,0.001135
270230005,Big Bend Twp,17A,117,0.741910,0.706897,0.000317
270230010,Clara City,17A,522,0.528316,0.433852,0.027319
270230015,Crate Twp,17A,55,0.547935,0.436364,0.000148
270230020,Grace Twp,17A,45,0.434219,0.377778,0.000122
270230025,Granite Falls W-2,17A,363,0.648658,0.625698,0.019324
270230030,Granite Falls Twp P-1,17A,110,0.510599,0.477064,0.000336
270230032,Granite Falls Twp P-2,16A,0,0.000000,0.000000,0.000000
270230035,Havelock Twp,17A,65,0.711931,0.609375,0.000176
270230040,Kragero Twp,17A,77,0.788190,0.657895,0.000167
270230045,Leenthrop Twp,17A,118,0.509340,0.418803,0.000320
270230050,Lone Tree Twp,17A,79,0.358007,0.291139,0.000211
270230055,Louriston Twp,17A,74,0.477740,0.418919,0.000199
270230060,Mandt Twp,17A,57,0.584566,0.543860,0.000156
270230065,Maynard,17A,157,0.568476,0.428571,0.025360
270230070,Milan,17A,117,0.676556,0.639640,0.010380
270230075,Montevideo P-1,17A,873,0.563514,0.506403,0.029227
270230090,Montevideo P-2,17A,903,0.556539,0.476992,0.046882
270230105,Rheiderland Twp,17A,119,0.185373,0.135593,0.000332
270230110,Rosewood Twp,17A,145,0.425025,0.331034,0.000393
270230115,Sparta Twp,17A,320,0.530771,0.451411,0.000791
270230120,Stoneham Twp,17A,103,0.440868,0.417476,0.000287
270230125,Tunsberg Twp,17A,92,0.541144,0.461538,0.000267
270230130,Watson,17A,86,0.534697,0.500000,0.056254
270230135,Woods Twp,17A,99,0.257153,0.204082,0.000265
270250005,Amador Twp,32B,377,0.464905,0.440217,0.001198
270250015,Center City,32B,271,0.593917,0.602996,0.044533
270250020,Chisago City,32B,2023,0.485318,0.455561,0.013337
270250025,Chisago Lake Twp P-N,32B,997,0.485050,0.457906,0.003081
270250030,Chisago Lake Twp P-S,32B,1050,0.476063,0.439261,0.004761
270250035,Fish Lake Twp,32A,848,0.469103,0.426683,0.002368
270250040,Franconia Twp,39A,678,0.463898,0.409861,0.002061
270250045,Harris,32A,420,0.494367,0.453431,0.002033
270250050,Lent Twp,32B,1282,0.379369,0.368839,0.003617
270250055,Lindstrom,32B,1777,0.493335,0.456882,0.046723
270250060,Nessel Twp,32A,811,0.433586,0.384712,0.001841
270250065,North Branch P-B,32B,957,0.483534,0.489818,0.006508
270250066,North Branch P-C,32B,1473,0.466958,0.445455,0.010625
270250067,North Branch P-A,32A,875,0.431374,0.403800,0.010150
270250070,Rush City,32A,586,0.587225,0.542757,0.012949
270250075,Rushseba Twp,32A,313,0.432603,0.420195,0.001005
270250080,Shafer,39A,296,0.472940,0.415493,0.022863
270250085,Shafer Twp P-A,32B,456,0.476818,0.456763,0.001529
270250086,Shafer Twp P-B,39A,12,0.533333,0.500000,0.002347
270250090,Stacy,32B,432,0.488694,0.456265,0.013273
270250095,Sunrise Twp,32B,797,0.457530,0.440461,0.001692
270250100,Taylors Falls,32B,432,0.545310,0.524706,0.009872
270250105,Wyoming,32B,3201,0.441204,0.407145,0.014281
270270005,Alliance Twp,4B,88,0.562625,0.732558,0.000235
270270010,Barnesville W-1,4B,292,0.574306,0.730769,0.037115
270270015,Barnesville W-2,4B,223,0.487663,0.696833,0.085683
270270020,Barnesville W-3,4B,256,0.561056,0.754941,0.023493
270270025,Barnesville Twp,4B,63,0.474766,0.693548,0.000172
270270030,Comstock,4B,45,0.498236,0.822222,0.020335
270270035,Cromwell Twp,4B,156,0.556649,0.743590,0.000449
270270040,Dilworth,4B,1120,0.619650,0.791928,0.033829
270270045,Eglon Twp,4B,225,0.472276,0.632287,0.000606
270270050,Elkton Twp,4B,109,0.561676,0.722222,0.000293
270270055,Elmwood Twp,4B,155,0.484857,0.662338,0.000422
270270060,Felton,4B,60,0.509979,0.694915,0.005745
270270065,Felton Twp,4B,37,0.404048,0.513514,0.000102
270270070,Flowing Twp,4B,35,0.529605,0.600000,0.000094
270270075,Georgetown,4B,26,0.423652,0.560000,0.002488
270270080,Georgetown Twp,4B,46,0.693381,0.847826,0.000121
270270085,Glyndon,4B,371,0.553684,0.715847,0.024882
270270090,Glyndon Twp,4B,116,0.450550,0.637931,0.000332
270270095,Goose Prairie Twp,4B,61,0.537249,0.650000,0.000166
270270100,Hagen Twp,4B,58,0.487081,0.553571,0.000173
270270105,Hawley,4B,653,0.548024,0.750779,0.025759
270270110,Hawley Twp,4B,182,0.523854,0.675978,0.000564
270270115,Highland Grove Twp,4B,115,0.511740,0.640351,0.000319
270270120,Hitterdal,4B,90,0.613898,0.696629,0.009284
270270125,Holy Cross Twp,4B,73,0.485402,0.753425,0.000213
270270130,Humboldt Twp,4B,98,0.462694,0.656250,0.000287
270270135,Keene Twp,4B,45,0.628601,0.755556,0.000134
270270140,Kragnes Twp,4B,114,0.284174,0.418182,0.000289
270270145,Kurtz Twp,4B,96,0.542072,0.687500,0.000287
270270150,Moland Twp,4B,119,0.421847,0.588235,0.000328
270270155,Moorhead W-1 P-1,4A,1354,0.581255,0.592204,0.030390
270270160,Moorhead W-1 P-2,4A,1052,0.689283,0.705314,0.072746
270270165,Moorhead W-2 P-3,4A,889,0.587870,0.592930,0.058529
270270170,Moorhead W-2 P-4,4A,1227,0.581211,0.581818,0.046972
270270175,Moorhead W-2 P-5A,4A,212,0.659874,0.750000,0.208230
270270180,Moorhead W-2 P-5B,4A,330,0.664828,0.698113,0.102604
270270185,Moorhead W-3 P-6A,4A,286,0.724692,0.768340,0.149578
270270190,Moorhead W-3 P-6B,4A,923,0.678910,0.677419,0.148901
270270195,Moorhead W-3 P-7,4A,764,0.598430,0.589404,0.084507
270270200,Moorhead W-3 P-8,4A,1171,0.439093,0.426483,0.061767
270270205,Moorhead W-4 P-9,4A,614,0.575128,0.581015,0.100149
270270210,Moorhead W-4 P-10,4A,380,0.582323,0.608108,0.097387
270270212,Moorhead W-4 P-11,4A,729,0.533155,0.546089,0.058842
270270214,Moorhead W-4 P-12,4A,1021,0.560877,0.540755,0.026004
270270215,Moorhead Twp P-1,4B,72,0.580376,0.750000,0.000591
270270217,Moorhead Twp P-2,4A,2,0.200000,0.500000,0.001906
270270220,Morken Twp,4B,66,0.478912,0.712121,0.000178
270270225,Oakport Twp,4A,740,0.445581,0.453168,0.002471
270270230,Parke Twp,4B,220,0.521207,0.650000,0.000592
270270235,Riverton Twp,4B,160,0.406847,0.591195,0.000433
270270240,Sabin,4B,176,0.484330,0.687861,0.044763
270270245,Skree Twp,4B,68,0.564355,0.705882,0.000195
270270250,Spring Prairie Twp,4B,77,0.569083,0.688312,0.000209
270270255,Tansem Twp,4B,105,0.523797,0.663462,0.000282
270270260,Ulen,4B,178,0.673821,0.763314,0.016307
270270265,Ulen Twp,4B,45,0.436670,0.590909,0.000124
270270270,Viding Twp,4B,32,0.467942,0.741935,0.000087
270290005,Bagley,2A,347,0.517576,0.470238,0.015327
270290010,Bear Creek Twp,2B,52,0.367968,0.411765,0.000156
270290015,Clearbrook,2A,179,0.418008,0.363636,0.036156
270290020,Clover Twp,2A,39,0.338793,0.324324,0.000210
270290025,Copley Twp,2A,323,0.409196,0.408228,0.000930
270290030,Dudley Twp,2A,119,0.381584,0.380531,0.000371
270290035,Eddy Twp,2A,129,0.377955,0.351562,0.000351
270290040,Falk Twp,2B,61,0.424975,0.389831,0.000163
270290045,Gonvick,2A,98,0.604278,0.591837,0.007014
270290050,Greenwood Twp,2A,30,0.369836,0.300000,0.000123
270290055,Hangaard Twp,2A,2,0.000000,0.000000,0.000009
270290056,Red Lake Reservation,2A,1,0.000000,0.000000,0.000001
270290060,Holst Twp,2A,138,0.383134,0.378788,0.000376
270290065,Itasca Twp,2B,69,0.448359,0.432836,0.000186
270290070,La Prairie Twp,2B,61,0.701335,0.688525,0.000055
270290075,Leon Twp,2A,147,0.349679,0.321918,0.000399
270290080,Leonard,2A,15,0.704762,0.733333,0.002329
270290085,Minerva Twp,2B,80,0.283896,0.265823,0.000217
270290090,Moose Creek Twp,2B,117,0.466935,0.424779,0.000353
270290095,Nora Twp,2B,169,0.392457,0.335329,0.000456
270290100,Pine Lake Twp,2A,155,0.402683,0.405229,0.000439
270290105,Popple Twp,2A,187,0.394610,0.384615,0.000505
270290110,Rice Twp,2B,47,0.184335,0.177778,0.000126
270290115,Shevlin,2A,44,0.582927,0.500000,0.005315
270290120,Shevlin Twp,2A,176,0.346092,0.362573,0.000548
270290125,Sinclair Twp,2A,73,0.388420,0.319444,0.000195
270290130,Winsor Twp,2A,45,0.558389,0.555556,0.000122
270290135,South Clearwater 143-36,2B,1,0.000000,0.000000,0.000003
270290140,Long Lost Lake Twp,2B,33,0.512311,0.424242,0.000089
270310005,Colvill P-3,3A,158,0.727675,0.739726,0.000075
270310010,Grand Marais East P-5,3A,335,0.673975,0.738318,0.034769
270310015,Grand Marais West P-6,3A,321,0.708356,0.726688,0.015892
270310020,Grand Portage P-1,3A,139,0.765048,0.765152,0.000180
270310025,Hovland P-2,3A,204,0.572430,0.589744,0.000201
270310030,Cascade P-7,3A,308,0.653396,0.670034,0.001166
270310035,Lutsen Twp P-10,3A,278,0.663522,0.673993,0.000257
270310040,Gunflint Trail P-8,3A,316,0.613911,0.630719,0.000047
270310045,Schroeder Twp P-12,3A,104,0.606911,0.673267,0.000063
270310050,Tofte Twp P-11,3A,126,0.676136,0.682927,0.000075
270310055,Croftville P-4,3A,132,0.689764,0.762712,0.003421
270310060,Pike Lake P-9,3A,113,0.715211,0.719626,0.000164
270310065,Maple Hill P-8A,3A,414,0.604681,0.674242,0.000918
270330005,Amboy Twp,22B,70,0.305399,0.057971,0.000191
270330010,Amo Twp,22B,59,0.313608,0.203390,0.000160
270330015,Ann Twp,22B,73,0.486454,0.452055,0.000196
270330020,Bingham Lake,22B,58,0.588267,0.327586,0.007407
270330025,Carson Twp,22B,121,0.296499,0.125000,0.000327
270330030,Comfrey,22B,7,0.427619,0.428571,0.024759
270330035,Dale Twp,22B,74,0.513343,0.229730,0.000199
270330040,Delton Twp,22B,50,0.317865,0.180000,0.000135
270330045,Germantown Twp P-1,22B,46,0.299207,0.108696,0.000246
270330047,Germantown Twp P-2,22B,41,0.257242,0.075000,0.000225
270330050,Great Bend Twp,22B,152,0.502233,0.310811,0.000458
270330055,Highwater Twp,22B,78,0.440456,0.306667,0.000210
270330060,Jeffers,22B,91,0.683850,0.431818,0.022709
270330065,Lakeside Twp,22B,126,0.397499,0.128000,0.000347
270330070,Midway Twp,22B,129,0.323127,0.155039,0.000363
270330075,Mountain Lake,22B,737,0.379741,0.164384,0.048278
270330085,Mountain Lake Twp,22B,84,0.367106,0.107143,0.000228
270330090,Rosehill Twp,22B,57,0.367269,0.196429,0.000151
270330095,Selma Twp,22B,64,0.408095,0.203125,0.000172
270330100,Southbrook Twp,22B,33,0.408684,0.272727,0.000088
270330105,Springfield Twp,22B,56,0.597743,0.285714,0.000151
270330110,Storden,22B,91,0.548975,0.461538,0.027103
270330115,Storden Twp,22B,82,0.306240,0.170732,0.000223
270330120,Westbrook,22B,271,0.596389,0.460377,0.039686
270330125,Westbrook Twp,22B,102,0.479882,0.382353,0.000278
270330130,Windom W-1 P-1,22B,403,0.495510,0.309045,0.083001
270330135,Windom W-1 P-2,22B,519,0.526901,0.290944,0.039002
270330140,Windom W-2 P-1,22B,308,0.598043,0.338762,0.028690
270330145,Windom W-2 P-2,22B,348,0.593742,0.390173,0.031983
270350005,Baxter P-1 East,10A,1217,0.476975,0.484245,0.023510
270350006,Baxter P-1 West,10A,829,0.478032,0.510949,0.020737
270350007,Baxter P-2 East,10A,836,0.446800,0.474699,0.019254
270350008,Baxter P-2 West,10A,686,0.460685,0.489019,0.008932
270350010,Bay Lake Twp,10B,534,0.447289,0.414773,0.001430
270350015,Brainerd W-1 P-1,10A,373,0.540313,0.542005,0.036032
270350016,Brainerd W-1 P-2,10A,805,0.506042,0.512594,0.039708
270350020,Brainerd W-2 P-1,10A,536,0.526232,0.525328,0.014834
270350025,Brainerd W-2 P-2,10A,523,0.567955,0.601923,0.084504
270350035,Brainerd W-3 P-1,10A,422,0.526150,0.537170,0.065248
270350040,Brainerd W-3 P-2,10A,548,0.536395,0.514760,0.030065
270350042,Brainerd W-3 P-3,10B,2,1.000000,1.000000,0.022681
270350045,Brainerd W-4 P-1,10A,514,0.552773,0.582353,0.022817
270350050,Brainerd W-4 P-2,10A,355,0.543024,0.551136,0.031966
270350055,Breezy Point,10A,1077,0.423288,0.428302,0.008141
270350060,Center Twp,10A,463,0.454350,0.444444,0.002065
270350065,Crosby P-1,10B,538,0.609199,0.625940,0.027901
270350070,Crosby P-2,10B,313,0.646190,0.667732,0.016012
270350075,Crosslake P-1,10B,777,0.388548,0.349144,0.003750
270350076,Crosslake P-2,10B,542,0.460277,0.434783,0.003336
270350080,Crow Wing Twp P-1,10B,735,0.394879,0.378492,0.002408
270350082,Crow Wing Twp P-2,10A,7,0.133333,0.166667,0.011183
270350085,Cuyuna,10B,120,0.570812,0.627119,0.003271
270350090,Daggett Brook Twp,10B,214,0.426247,0.375610,0.000571
270350095,White Precinct,10A,672,0.408820,0.418919,0.002440
270350100,Dean Lake Prec,10B,43,0.424182,0.348837,0.000230
270350105,Deerwood,10B,192,0.466693,0.432292,0.009157
